[sf_watchdog] started Sun Jul  5 12:32:31 CST 2026 floor=3.0
[sf_watchdog] Mon Jul  6 00:46:12 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 00:48:12 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 00:50:12 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 00:52:13 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 00:54:13 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 00:56:13 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 00:58:13 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:00:13 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:02:13 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:04:13 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:06:13 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:08:14 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:10:14 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:12:14 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:14:14 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:16:14 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:18:15 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:20:15 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:22:15 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:24:15 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:26:16 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:28:16 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:30:16 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:32:16 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:34:16 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:36:17 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:38:17 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:40:17 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:42:17 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:44:18 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:46:18 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:48:18 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:50:18 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:52:19 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:54:19 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:56:19 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 01:58:19 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:00:19 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:02:19 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:04:19 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:06:19 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:08:20 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:10:20 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:12:20 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:14:20 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:16:21 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:18:21 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:20:21 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:22:21 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:24:21 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:26:22 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:28:22 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:30:22 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:32:22 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:34:23 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:36:23 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:38:23 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:40:23 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:42:24 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:44:24 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:46:24 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:48:25 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:50:26 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:52:26 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:54:26 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:56:27 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 02:58:38 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:00:42 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:02:43 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:04:43 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:06:44 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:08:44 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:10:44 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:12:44 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:14:44 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:16:45 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:18:45 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:20:45 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:22:45 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:24:46 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:26:46 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:28:46 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:30:46 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:32:47 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 03:34:47 CST 2026 balance=41.9289
[sf_watchdog] started Mon Jul  6 11:44:32 CST 2026 floor=3.0
[sf_watchdog] Mon Jul  6 11:44:33 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 11:46:33 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 11:48:33 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 11:50:33 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 11:52:34 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 11:54:34 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 11:56:34 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 11:58:34 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:00:34 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:02:34 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:04:34 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:06:34 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:08:35 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:10:35 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:12:35 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:14:35 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:16:36 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:18:36 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:20:36 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:22:36 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:24:36 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:26:37 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:28:37 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:30:37 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:32:37 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:34:38 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:36:38 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:38:38 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:40:38 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:42:39 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:44:39 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:46:39 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:48:39 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:50:39 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:52:40 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:54:40 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:56:40 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 12:58:40 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:00:40 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:02:40 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:04:41 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:06:41 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:08:41 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:10:41 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:12:42 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:14:42 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:16:42 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:18:42 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:20:43 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:22:43 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:24:43 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:26:43 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:28:43 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:30:44 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:32:44 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:34:44 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:36:44 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:38:45 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:40:45 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:42:45 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:44:45 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:46:46 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:48:46 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:50:46 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:52:46 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:54:47 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:56:47 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 13:58:47 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:00:47 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:02:47 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:04:47 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:06:47 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:08:47 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:10:48 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:12:48 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:14:48 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:16:48 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:18:49 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:20:49 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:22:49 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:24:49 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:26:50 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:28:50 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:30:50 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:32:50 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:34:50 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:36:51 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:38:51 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:40:51 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:42:52 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:44:52 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:46:52 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:48:52 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:50:52 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:52:53 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:54:53 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:56:53 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 14:58:53 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 15:00:53 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 15:02:53 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 15:04:54 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 15:06:54 CST 2026 balance=41.9289
[sf_watchdog] started Mon Jul  6 18:46:02 CST 2026 floor=3.0
[sf_watchdog] Mon Jul  6 18:46:03 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 18:48:03 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 18:50:03 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 18:52:03 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 18:54:03 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 18:56:04 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 18:58:04 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:00:04 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:02:04 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:04:04 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:06:05 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:08:05 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:10:05 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:12:05 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:14:05 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:16:06 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:18:06 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:20:06 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:22:06 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:24:07 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:26:07 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:28:07 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:30:07 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:32:08 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:34:08 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:36:08 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:38:08 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:40:09 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:42:09 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:44:09 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:46:09 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:48:09 CST 2026 balance=41.9289
[sf_watchdog] Mon Jul  6 19:50:10 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 19:52:10 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 19:54:10 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 19:56:10 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 19:58:11 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:00:10 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:02:10 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:04:11 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:06:11 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:08:11 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:10:11 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:12:12 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:14:12 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:16:12 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:18:12 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:20:12 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:22:13 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:24:13 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:26:13 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:28:13 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:30:14 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:32:14 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:34:14 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:36:14 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:38:15 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:40:15 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:42:15 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:44:15 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:46:15 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:48:16 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:50:16 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:52:16 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:54:16 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:56:17 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 20:58:17 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:00:17 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:02:17 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:04:17 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:06:17 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:08:18 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:10:18 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:12:18 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:14:18 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:16:18 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:18:19 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:20:19 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:22:19 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:24:19 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:26:20 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:28:20 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:30:20 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:32:20 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:34:21 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:36:21 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:38:21 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:40:21 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:42:21 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:44:22 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:46:22 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:48:22 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:50:22 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:52:23 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:54:23 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:56:23 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 21:58:23 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:00:23 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:02:24 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:04:24 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:06:24 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:08:24 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:10:25 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:12:25 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:14:25 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:16:25 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:18:25 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:20:26 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:22:26 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:24:26 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:26:26 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:28:27 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:30:27 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:32:27 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:34:27 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:36:28 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:38:28 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:40:28 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:42:28 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:44:29 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:46:29 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:48:29 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:50:29 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:52:30 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:54:30 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:56:30 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 22:58:30 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:00:30 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:02:30 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:04:30 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:06:31 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:08:31 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:10:31 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:12:31 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:14:31 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:16:32 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:18:32 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:20:32 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:22:32 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:24:33 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:26:33 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:28:33 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:30:33 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:32:34 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:34:34 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:36:34 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:38:34 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:40:35 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:42:35 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:44:35 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:46:35 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:48:35 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:50:36 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:52:36 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:54:36 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:56:36 CST 2026 balance=64.9289
[sf_watchdog] Mon Jul  6 23:58:37 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:00:37 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:02:37 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:04:37 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:06:37 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:08:38 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:10:38 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:12:38 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:14:38 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:16:39 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:18:39 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:20:39 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:22:39 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:24:40 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:26:40 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:28:40 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:30:40 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:32:40 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:34:41 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:36:41 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:38:41 CST 2026 balance=64.9289
[sf_watchdog] Tue Jul  7 00:40:41 CST 2026 balance=64.9289
